no,date,season,year,month,day,day_type,weather,temperature,humidity,wind_speed,casual,registered,count
549,2012-07-02,Autumn,2012,July,Monday,Weekday,Clear,28.738349,44.7083,0.195267,904,5323,6227
550,2012-07-03,Autumn,2012,July,Tuesday,Weekday,Clear,28.699151,49.2083,0.126237,1052,5608,6660
551,2012-07-04,Autumn,2012,July,Wednesday,Weekend,Clear,29.090849,53.87499999999999,0.13495,2562,4841,7403
552,2012-07-05,Autumn,2012,July,Thursday,Weekday,Clear,30.8925,45.7917,0.194029,1405,4836,6241
553,2012-07-06,Autumn,2012,July,Friday,Weekday,Clear,30.931651000000002,45.0833,0.146142,1366,4841,6207
554,2012-07-07,Autumn,2012,July,Saturday,Weekend,Clear,32.498349,49.2083,0.163554,1448,3392,4840
555,2012-07-08,Autumn,2012,July,Sunday,Weekend,Clear,30.6575,57.375,0.125629,1203,3469,4672
556,2012-07-09,Autumn,2012,July,Monday,Weekday,MistCloud,25.409151,68.3333,0.180975,998,5571,6569
557,2012-07-10,Autumn,2012,July,Tuesday,Weekday,MistCloud,25.879151,66.75,0.151737,954,5336,6290
558,2012-07-11,Autumn,2012,July,Wednesday,Weekday,Clear,25.683349,63.3333,0.151733,975,6289,7264
559,2012-07-12,Autumn,2012,July,Thursday,Weekday,Clear,25.644151,52.9583,0.146775,1032,6414,7446
560,2012-07-13,Autumn,2012,July,Friday,Weekday,MistCloud,26.388348999999998,48.5833,0.08085,1511,5988,7499
561,2012-07-14,Autumn,2012,July,Saturday,Weekend,MistCloud,25.056651000000002,69.91669999999999,0.143679,2355,4614,6969
562,2012-07-15,Autumn,2012,July,Sunday,Weekend,Clear,27.054150999999997,71.7917,0.166667,1920,4111,6031
563,2012-07-16,Autumn,2012,July,Monday,Weekday,Clear,27.876651000000003,64.5,0.164187,1088,5742,6830
564,2012-07-17,Autumn,2012,July,Tuesday,Weekday,Clear,30.461650999999996,50.583299999999994,0.114429,921,5865,6786
565,2012-07-18,Autumn,2012,July,Wednesday,Weekday,Clear,29.286651,57.7083,0.137442,799,4914,5713
566,2012-07-19,Autumn,2012,July,Thursday,Weekday,Clear,28.189999999999998,60.0417,0.165429,888,5703,6591
567,2012-07-20,Autumn,2012,July,Friday,Weekday,MistCloud,23.294151,84.4167,0.208967,747,5123,5870
568,2012-07-21,Autumn,2012,July,Saturday,Weekend,LightRainSnow,20.004150999999997,86.5417,0.2133,1264,3195,4459
569,2012-07-22,Autumn,2012,July,Sunday,Weekend,MistCloud,23.3725,76.25,0.0939208,2544,4866,7410
570,2012-07-23,Autumn,2012,July,Monday,Weekday,Clear,26.858348999999997,69.41669999999999,0.138683,1135,5831,6966
571,2012-07-24,Autumn,2012,July,Tuesday,Weekday,Clear,27.289150999999997,65.5,0.211454,1140,6452,7592
572,2012-07-25,Autumn,2012,July,Wednesday,Weekday,Clear,26.035849,45.0,0.1648,1383,6790,8173
573,2012-07-26,Autumn,2012,July,Thursday,Weekday,Clear,28.503349,59.66669999999999,0.284813,1036,5825,6861
574,2012-07-27,Autumn,2012,July,Friday,Weekday,Clear,28.738349,59.458299999999994,0.152992,1259,5645,6904
575,2012-07-28,Autumn,2012,July,Saturday,Weekend,Clear,27.524150999999996,61.3333,0.15735,2234,4451,6685
576,2012-07-29,Autumn,2012,July,Sunday,Weekend,Clear,25.918349,62.375,0.170396,2153,4444,6597
577,2012-07-30,Autumn,2012,July,Monday,Weekday,Clear,26.349151,66.875,0.153617,1040,6065,7105
578,2012-07-31,Autumn,2012,July,Tuesday,Weekday,Clear,25.526651,70.41669999999999,0.165425,968,6248,7216
579,2012-08-01,Autumn,2012,August,Wednesday,Weekday,Clear,25.722500000000004,67.75,0.141179,1074,6506,7580
580,2012-08-02,Autumn,2012,August,Thursday,Weekday,Clear,27.3675,65.95830000000001,0.129354,983,6278,7261
581,2012-08-03,Autumn,2012,August,Friday,Weekday,MistCloud,27.994151000000002,64.25,0.215792,1328,5847,7175
582,2012-08-04,Autumn,2012,August,Saturday,Weekend,Clear,29.286651,61.3333,0.257458,2345,4479,6824
583,2012-08-05,Autumn,2012,August,Sunday,Weekend,Clear,28.150849,65.25,0.290421,1707,3757,5464
584,2012-08-06,Autumn,2012,August,Monday,Weekday,MistCloud,27.3675,65.4167,0.129354,1233,5780,7013
585,2012-08-07,Autumn,2012,August,Tuesday,Weekday,MistCloud,26.584151,70.375,0.116908,1278,5995,7273
586,2012-08-08,Autumn,2012,August,Wednesday,Weekday,MistCloud,27.25,67.29169999999999,0.1107,1263,6271,7534
587,2012-08-09,Autumn,2012,August,Thursday,Weekday,Clear,27.524150999999996,62.0417,0.1561,1196,6090,7286
588,2012-08-10,Autumn,2012,August,Friday,Weekday,MistCloud,25.644151,71.58330000000001,0.238813,1065,4721,5786
589,2012-08-11,Autumn,2012,August,Saturday,Weekend,MistCloud,24.5475,73.2917,0.206479,2247,4052,6299
590,2012-08-12,Autumn,2012,August,Sunday,Weekend,Clear,24.939151000000003,53.041700000000006,0.122512,2182,4362,6544
591,2012-08-13,Autumn,2012,August,Monday,Weekday,Clear,25.879151,54.541700000000006,0.136212,1207,5676,6883
592,2012-08-14,Autumn,2012,August,Tuesday,Weekday,Clear,26.153349,68.6667,0.169158,1128,5656,6784
593,2012-08-15,Autumn,2012,August,Wednesday,Weekday,Clear,25.213349,61.9583,0.169771,1198,6149,7347
594,2012-08-16,Autumn,2012,August,Thursday,Weekday,Clear,25.800849,51.916700000000006,0.141796,1338,6267,7605
595,2012-08-17,Autumn,2012,August,Friday,Weekday,Clear,25.996651,57.0833,0.231354,1483,5665,7148
596,2012-08-18,Autumn,2012,August,Saturday,Weekend,Clear,23.881650999999998,60.3333,0.177867,2827,5038,7865
597,2012-08-19,Autumn,2012,August,Sunday,Weekend,MistCloud,21.884151,71.1667,0.08645,1208,3341,4549
598,2012-08-20,Autumn,2012,August,Monday,Weekday,MistCloud,21.884151,73.4167,0.129979,1026,5504,6530
599,2012-08-21,Autumn,2012,August,Tuesday,Weekday,Clear,22.510849000000004,67.375,0.0727708,1081,5925,7006
600,2012-08-22,Autumn,2012,August,Wednesday,Weekday,Clear,23.3725,67.7083,0.0702833,1094,6281,7375
601,2012-08-23,Autumn,2012,August,Thursday,Weekday,Clear,24.704151000000003,63.5833,0.0845958,1363,6402,7765
602,2012-08-24,Autumn,2012,August,Friday,Weekday,MistCloud,25.0175,61.5,0.0721458,1325,6257,7582
603,2012-08-25,Autumn,2012,August,Saturday,Weekend,MistCloud,23.098349,71.2917,0.244408,1829,4224,6053
604,2012-08-26,Autumn,2012,August,Sunday,Weekend,MistCloud,22.706651,84.5833,0.228858,1483,3772,5255
605,2012-08-27,Autumn,2012,August,Monday,Weekday,Clear,25.056651000000002,73.04169999999999,0.128733,989,5928,6917
606,2012-08-28,Autumn,2012,August,Tuesday,Weekday,Clear,26.231651,62.0,0.190925,935,6105,7040
607,2012-08-29,Autumn,2012,August,Wednesday,Weekday,Clear,24.195,55.2083,0.112562,1177,6520,7697
608,2012-08-30,Autumn,2012,August,Thursday,Weekday,Clear,25.213349,59.0417,0.0771167,1172,6541,7713
609,2012-08-31,Autumn,2012,August,Friday,Weekday,Clear,27.915849,58.75,0.168533,1433,5917,7350
610,2012-09-01,Autumn,2012,September,Saturday,Weekend,MistCloud,27.406651000000004,63.8333,0.113187,2352,3788,6140
611,2012-09-02,Autumn,2012,September,Sunday,Weekend,MistCloud,24.743349000000002,81.5,0.0640708,2613,3197,5810
612,2012-09-03,Autumn,2012,September,Monday,Weekend,Clear,25.252499999999998,79.0833,0.151121,1965,4069,6034
613,2012-09-04,Autumn,2012,September,Tuesday,Weekday,Clear,26.114151,75.5,0.236321,867,5997,6864
614,2012-09-05,Autumn,2012,September,Wednesday,Weekday,Clear,26.623348999999997,74.125,0.187808,832,6280,7112
615,2012-09-06,Autumn,2012,September,Thursday,Weekday,MistCloud,24.743349000000002,81.0417,0.142421,611,5592,6203
616,2012-09-07,Autumn,2012,September,Friday,Weekday,Clear,25.056651000000002,73.625,0.171646,1045,6459,7504
617,2012-09-08,Autumn,2012,September,Saturday,Weekend,MistCloud,22.980849,79.91669999999999,0.281104,1557,4419,5976
618,2012-09-09,Autumn,2012,September,Sunday,Weekend,Clear,20.669999999999998,54.75,0.224496,2570,5657,8227
619,2012-09-10,Autumn,2012,September,Monday,Weekday,Clear,19.416650999999998,50.375,0.258713,1118,6407,7525
620,2012-09-11,Autumn,2012,September,Tuesday,Weekday,Clear,19.142500000000002,52.0,0.0920542,1070,6697,7767
621,2012-09-12,Autumn,2012,September,Wednesday,Weekday,Clear,20.160849,57.7083,0.131846,1050,6820,7870
622,2012-09-13,Autumn,2012,September,Thursday,Weekday,Clear,20.7875,63.708299999999994,0.0827208,1054,6750,7804
623,2012-09-14,Autumn,2012,September,Friday,Weekday,Clear,21.766651000000003,67.25,0.103863,1379,6630,8009
624,2012-09-15,Autumn,2012,September,Saturday,Weekend,Clear,20.591651,50.1667,0.247521,3160,5554,8714
625,2012-09-16,Autumn,2012,September,Sunday,Weekend,Clear,19.259999999999998,56.99999999999999,0.0901833,2166,5167,7333
626,2012-09-17,Autumn,2012,September,Monday,Weekday,MistCloud,19.299151000000002,73.4583,0.151742,1022,5847,6869
627,2012-09-18,Autumn,2012,September,Tuesday,Weekday,MistCloud,21.296651,87.25,0.357587,371,3702,4073
628,2012-09-19,Autumn,2012,September,Wednesday,Weekday,Clear,17.9675,53.6667,0.215175,788,6803,7591
629,2012-09-20,Autumn,2012,September,Thursday,Weekday,Clear,17.693349,61.8333,0.118167,939,6781,7720
630,2012-09-21,Autumn,2012,September,Friday,Weekday,Clear,20.160849,66.875,0.154229,1250,6917,8167
631,2012-09-22,Autumn,2012,September,Saturday,Weekend,Clear,22.55,64.6667,0.283583,2512,5883,8395
632,2012-09-23,Winter,2012,September,Sunday,Weekend,Clear,16.870849000000003,46.7083,0.223258,2454,5453,7907
633,2012-09-24,Winter,2012,September,Monday,Weekday,Clear,16.165849,49.2917,0.142404,1001,6435,7436
634,2012-09-25,Winter,2012,September,Tuesday,Weekday,Clear,17.85,56.99999999999999,0.236321,845,6693,7538
635,2012-09-26,Winter,2012,September,Wednesday,Weekday,Clear,21.845,63.083299999999994,0.2444,787,6946,7733
636,2012-09-27,Winter,2012,September,Thursday,Weekday,MistCloud,22.55,69.08330000000001,0.134342,751,6642,7393
637,2012-09-28,Winter,2012,September,Friday,Weekday,MistCloud,21.100849,69.0,0.164179,1045,6370,7415
638,2012-09-29,Winter,2012,September,Saturday,Weekend,Clear,17.4975,54.2917,0.227604,2589,5966,8555
639,2012-09-30,Winter,2012,September,Sunday,Weekend,Clear,16.753349,58.3333,0.134958,2015,4874,6889
640,2012-10-01,Winter,2012,October,Monday,Weekday,MistCloud,16.479150999999998,64.9167,0.0908042,763,6015,6778
641,2012-10-02,Winter,2012,October,Tuesday,Weekday,LightRainSnow,19.769151,87.16669999999999,0.104475,315,4324,4639
642,2012-10-03,Winter,2012,October,Wednesday,Weekday,MistCloud,22.9025,79.375,0.0665458,728,6844,7572
643,2012-10-04,Winter,2012,October,Thursday,Weekday,MistCloud,22.9025,72.2917,0.117546,891,6437,7328
644,2012-10-05,Winter,2012,October,Friday,Weekday,Clear,20.905,62.74999999999999,0.10635,1516,6640,8156
645,2012-10-06,Winter,2012,October,Saturday,Weekend,Clear,18.045848999999997,66.41669999999999,0.268025,3031,4934,7965
646,2012-10-07,Winter,2012,October,Sunday,Weekend,MistCloud,11.544151,70.8333,0.141162,781,2729,3510
647,2012-10-08,Winter,2012,October,Monday,Weekend,MistCloud,10.016651,70.9583,0.189679,874,4604,5478
648,2012-10-09,Winter,2012,October,Tuesday,Weekday,MistCloud,12.993348999999998,76.16669999999999,0.1903,601,5791,6392
649,2012-10-10,Winter,2012,October,Wednesday,Weekday,Clear,16.165849,63.083299999999994,0.187821,780,6911,7691
650,2012-10-11,Winter,2012,October,Thursday,Weekday,Clear,12.445,46.3333,0.181596,834,6736,7570
651,2012-10-12,Winter,2012,October,Friday,Weekday,Clear,12.5625,53.91669999999999,0.235092,1060,6222,7282
652,2012-10-13,Winter,2012,October,Saturday,Weekend,Clear,10.486650999999998,49.4583,0.146142,2252,4857,7109
653,2012-10-14,Winter,2012,October,Sunday,Weekend,Clear,16.518349,64.0417,0.278612,2080,4559,6639
654,2012-10-15,Winter,2012,October,Monday,Weekday,MistCloud,18.398349,70.75,0.296037,760,5115,5875
655,2012-10-16,Winter,2012,October,Tuesday,Weekday,Clear,14.011651,55.833299999999994,0.182221,922,6612,7534
656,2012-10-17,Winter,2012,October,Wednesday,Weekday,Clear,13.424150999999998,69.2917,0.101371,979,6482,7461
657,2012-10-18,Winter,2012,October,Thursday,Weekday,MistCloud,16.557499999999997,72.8333,0.236937,1008,6501,7509
658,2012-10-19,Winter,2012,October,Friday,Weekday,MistCloud,18.476651,81.5,0.134954,753,4671,5424
659,2012-10-20,Winter,2012,October,Saturday,Weekend,Clear,14.755849000000001,57.2917,0.117537,2806,5284,8090
660,2012-10-21,Winter,2012,October,Sunday,Weekend,Clear,13.815849,51.0,0.166054,2132,4692,6824
661,2012-10-22,Winter,2012,October,Monday,Weekday,Clear,14.912499999999998,56.833299999999994,0.0814833,830,6228,7058
662,2012-10-23,Winter,2012,October,Tuesday,Weekday,Clear,17.575848999999998,64.16669999999999,0.0945458,841,6625,7466
663,2012-10-24,Winter,2012,October,Wednesday,Weekday,Clear,19.6125,63.625,0.0727792,795,6898,7693
664,2012-10-25,Winter,2012,October,Thursday,Weekday,MistCloud,17.85,80.0417,0.124375,875,6484,7359
665,2012-10-26,Winter,2012,October,Friday,Weekday,MistCloud,17.654151,80.7083,0.132467,1182,6262,7444
666,2012-10-27,Winter,2012,October,Saturday,Weekend,MistCloud,16.91,72.0,0.235692,2643,5209,7852
667,2012-10-28,Winter,2012,October,Sunday,Weekend,MistCloud,14.442499999999999,69.4583,0.398008,998,3461,4459
668,2012-10-29,Winter,2012,October,Monday,Weekday,LightRainSnow,12.68,88.0,0.3582,2,20,22
669,2012-10-30,Winter,2012,October,Tuesday,Weekday,MistCloud,6.954554000000002,82.5455,0.213009,87,1009,1096
670,2012-10-31,Winter,2012,October,Wednesday,Weekday,MistCloud,8.802499999999998,66.6667,0.166667,419,5147,5566
671,2012-11-01,Winter,2012,November,Thursday,Weekday,MistCloud,9.194151000000002,58.166700000000006,0.157346,466,5520,5986
672,2012-11-02,Winter,2012,November,Friday,Weekday,Clear,8.684999999999999,52.208299999999994,0.266175,618,5229,5847
673,2012-11-03,Winter,2012,November,Saturday,Weekend,MistCloud,8.136651,49.125,0.270529,1029,4109,5138
674,2012-11-04,Winter,2012,November,Sunday,Weekend,Clear,7.314150999999999,53.2917,0.179108,1201,3906,5107
675,2012-11-05,Winter,2012,November,Monday,Weekday,Clear,7.000848999999999,49.416700000000006,0.236325,378,4881,5259
676,2012-11-06,Winter,2012,November,Tuesday,Weekday,Clear,5.1991510000000005,56.7083,0.173513,466,5220,5686
677,2012-11-07,Winter,2012,November,Wednesday,Weekday,MistCloud,5.904151000000001,54.75,0.304108,326,4709,5035
678,2012-11-08,Winter,2012,November,Thursday,Weekday,Clear,8.552177999999998,33.3478,0.347835,340,4975,5315
679,2012-11-09,Winter,2012,November,Friday,Weekday,Clear,8.998349000000001,54.0833,0.214558,709,5283,5992
680,2012-11-10,Winter,2012,November,Saturday,Weekend,Clear,10.290848999999998,64.5417,0.0578458,2090,4446,6536
681,2012-11-11,Winter,2012,November,Sunday,Weekend,Clear,11.779150999999999,65.91669999999999,0.1275,2290,4562,6852
682,2012-11-12,Winter,2012,November,Monday,Weekend,Clear,14.794999999999998,74.16669999999999,0.173517,1097,5172,6269
683,2012-11-13,Winter,2012,November,Tuesday,Weekday,MistCloud,8.136651,66.29169999999999,0.342046,327,3767,4094
684,2012-11-14,Winter,2012,November,Wednesday,Weekday,Clear,5.590849,55.2083,0.199625,373,5122,5495
685,2012-11-15,Winter,2012,November,Thursday,Weekday,MistCloud,7.1183489999999985,62.0417,0.152987,320,5125,5445
686,2012-11-16,Winter,2012,November,Friday,Weekday,Clear,8.215,52.4583,0.171025,484,5214,5698
687,2012-11-17,Winter,2012,November,Saturday,Weekend,Clear,7.275,54.541700000000006,0.179729,1313,4316,5629
688,2012-11-18,Winter,2012,November,Sunday,Weekend,Clear,8.0975,69.2917,0.227612,922,3747,4669
689,2012-11-19,Winter,2012,November,Monday,Weekday,MistCloud,9.899151,62.3333,0.235067,449,5050,5499
690,2012-11-20,Winter,2012,November,Tuesday,Weekday,MistCloud,9.585849,68.5,0.082725,534,5100,5634
691,2012-11-21,Winter,2012,November,Wednesday,Weekday,Clear,8.606651,61.375,0.103246,615,4531,5146
692,2012-11-22,Winter,2012,November,Thursday,Weekend,Clear,7.98,58.0417,0.0528708,955,1470,2425
693,2012-11-23,Winter,2012,November,Friday,Weekday,Clear,9.311651000000001,56.875,0.148021,1603,2307,3910
694,2012-11-24,Winter,2012,November,Saturday,Weekend,Clear,5.081650999999999,40.4583,0.376871,532,1745,2277
695,2012-11-25,Winter,2012,November,Sunday,Weekend,Clear,3.554150999999999,46.8333,0.1505,309,2115,2424
696,2012-11-26,Winter,2012,November,Monday,Weekday,Clear,6.726650999999999,53.541700000000006,0.04665,337,4750,5087
697,2012-11-27,Winter,2012,November,Tuesday,Weekday,MistCloud,5.708349,78.6667,0.237562,123,3836,3959
698,2012-11-28,Winter,2012,November,Wednesday,Weekday,Clear,5.943349000000001,50.625,0.210821,198,5062,5260
699,2012-11-29,Winter,2012,November,Thursday,Weekday,Clear,5.200890000000001,55.565200000000004,0.115522,243,5080,5323
700,2012-11-30,Winter,2012,November,Friday,Weekday,Clear,6.021651,64.95830000000001,0.0584708,362,5306,5668
701,2012-12-01,Winter,2012,December,Saturday,Weekend,MistCloud,6.021651,80.6667,0.0597042,951,4240,5191
702,2012-12-02,Winter,2012,December,Sunday,Weekend,MistCloud,8.3325,82.3333,0.124379,892,3757,4649
703,2012-12-03,Winter,2012,December,Monday,Weekday,Clear,13.267500000000002,76.75,0.0827208,555,5679,6234
704,2012-12-04,Winter,2012,December,Tuesday,Weekday,Clear,14.364151,73.375,0.174129,551,6055,6606
705,2012-12-05,Winter,2012,December,Wednesday,Weekday,Clear,12.601651,48.5,0.324021,331,5398,5729
706,2012-12-06,Winter,2012,December,Thursday,Weekday,Clear,4.024151,50.875,0.174754,340,5035,5375
707,2012-12-07,Winter,2012,December,Friday,Weekday,MistCloud,7.0791509999999995,76.4167,0.1306,349,4659,5008
708,2012-12-08,Winter,2012,December,Saturday,Weekend,MistCloud,9.938348999999999,91.125,0.101379,1153,4429,5582
709,2012-12-09,Winter,2012,December,Sunday,Weekend,MistCloud,10.055848999999998,90.5417,0.157975,441,2787,3228
710,2012-12-10,Winter,2012,December,Monday,Weekday,MistCloud,12.484151,92.5,0.190308,329,4841,5170
711,2012-12-11,Winter,2012,December,Tuesday,Weekday,MistCloud,8.606651,59.66669999999999,0.296037,282,5219,5501
712,2012-12-12,Winter,2012,December,Wednesday,Weekday,MistCloud,5.9825,53.833299999999994,0.162937,310,5009,5319
713,2012-12-13,Winter,2012,December,Thursday,Weekday,Clear,5.904151000000001,48.5833,0.174129,425,5107,5532
714,2012-12-14,Winter,2012,December,Friday,Weekday,Clear,5.2383489999999995,64.29169999999999,0.131229,429,5182,5611
715,2012-12-15,Winter,2012,December,Saturday,Weekend,Clear,7.235849,65.0417,0.10635,767,4280,5047
716,2012-12-16,Winter,2012,December,Sunday,Weekend,MistCloud,9.037499999999998,83.875,0.100742,538,3248,3786
717,2012-12-17,Winter,2012,December,Monday,Weekday,MistCloud,10.486650999999998,90.7083,0.0982583,212,4373,4585
718,2012-12-18,Winter,2012,December,Tuesday,Weekday,Clear,11.309151,66.625,0.221404,433,5124,5557
719,2012-12-19,Winter,2012,December,Wednesday,Weekday,Clear,7.627500000000001,62.5417,0.184092,333,4934,5267
720,2012-12-20,Winter,2012,December,Thursday,Weekday,MistCloud,7.510000000000002,66.79169999999999,0.132463,314,3814,4128
721,2012-12-21,Spring,2012,December,Friday,Weekday,MistCloud,7.353349,55.666700000000006,0.374383,221,3402,3623
722,2012-12-22,Spring,2012,December,Saturday,Weekend,Clear,4.494150999999999,44.125,0.407346,205,1544,1749
723,2012-12-23,Spring,2012,December,Sunday,Weekend,Clear,3.554150999999999,51.5417,0.133083,408,1379,1787
724,2012-12-24,Spring,2012,December,Monday,Weekday,MistCloud,2.871288,79.1304,0.0772304,174,746,920
725,2012-12-25,Spring,2012,December,Tuesday,Weekend,MistCloud,5.691288,73.47829999999999,0.168726,440,573,1013
726,2012-12-26,Spring,2012,December,Wednesday,Weekday,LightRainSnow,3.4366509999999995,82.3333,0.316546,9,432,441
727,2012-12-27,Spring,2012,December,Thursday,Weekday,MistCloud,3.945848999999999,65.29169999999999,0.350133,247,1867,2114
728,2012-12-28,Spring,2012,December,Friday,Weekday,MistCloud,3.9066509999999983,59.0,0.155471,644,2451,3095
729,2012-12-29,Spring,2012,December,Saturday,Weekend,MistCloud,3.9066509999999983,75.29169999999999,0.124383,159,1182,1341
730,2012-12-30,Spring,2012,December,Sunday,Weekend,Clear,4.024151,48.3333,0.350754,364,1432,1796
731,2012-12-31,Spring,2012,December,Monday,Weekday,MistCloud,2.144150999999999,57.75,0.154846,439,2290,2729
